"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Berlin","Berlin","52.5200","13.4050","Germany","DE","DEU","Berlin","primary","4890363","1276451290"
"Stuttgart","Stuttgart","48.7775","9.1800","Germany","DE","DEU","Baden-Württemberg","admin","2787724","1276171358"
"Munich","Munich","48.1375","11.5750","Germany","DE","DEU","Bavaria","admin","2606021","1276692352"
"Hamburg","Hamburg","53.5500","10.0000","Germany","DE","DEU","Hamburg","admin","2484800","1276041799"
"Cologne","Cologne","50.9364","6.9528","Germany","DE","DEU","North Rhine-Westphalia","","1084831","1276015998"
"Frankfurt","Frankfurt","50.1106","8.6822","Germany","DE","DEU","Hesse","minor","773068","1276054552"
"Düsseldorf","Dusseldorf","51.2333","6.7833","Germany","DE","DEU","North Rhine-Westphalia","admin","629047","1276615258"
"Leipzig","Leipzig","51.3400","12.3750","Germany","DE","DEU","Saxony","minor","616093","1276563678"
"Dortmund","Dortmund","51.5139","7.4653","Germany","DE","DEU","North Rhine-Westphalia","minor","593317","1276562886"
"Essen","Essen","51.4508","7.0131","Germany","DE","DEU","North Rhine-Westphalia","minor","584580","1276769247"
"Bremen","Bremen","53.0758","8.8072","Germany","DE","DEU","Bremen","admin","569396","1276376509"
"Dresden","Dresden","51.0500","13.7400","Germany","DE","DEU","Saxony","admin","563311","1276561036"
"Hannover","Hannover","52.3667","9.7167","Germany","DE","DEU","Lower Saxony","admin","545045","1276457707"
"Nuremberg","Nuremberg","49.4539","11.0775","Germany","DE","DEU","Bavaria","minor","523026","1276166609"
"Duisburg","Duisburg","51.4347","6.7625","Germany","DE","DEU","North Rhine-Westphalia","minor","502211","1276977172"
"Bochum","Bochum","51.4819","7.2158","Germany","DE","DEU","North Rhine-Westphalia","minor","365742","1276227288"
"Wuppertal","Wuppertal","51.2667","7.1833","Germany","DE","DEU","North Rhine-Westphalia","minor","358876","1276004611"
"Bielefeld","Bielefeld","52.0211","8.5347","Germany","DE","DEU","North Rhine-Westphalia","minor","338332","1276112885"
"Bonn","Bonn","50.7333","7.1000","Germany","DE","DEU","North Rhine-Westphalia","minor","336465","1276807850"
"Münster","Munster","51.9625","7.6256","Germany","DE","DEU","North Rhine-Westphalia","minor","320946","1276714504"
"Mannheim","Mannheim","49.4878","8.4661","Germany","DE","DEU","Baden-Württemberg","minor","315554","1276150104"
"Karlsruhe","Karlsruhe","49.0092","8.4040","Germany","DE","DEU","Baden-Württemberg","minor","308707","1276923210"
"Augsburg","Augsburg","48.3689","10.8978","Germany","DE","DEU","Bavaria","minor","301033","1276314100"
"Wiesbaden","Wiesbaden","50.0825","8.2400","Germany","DE","DEU","Hesse","admin","283083","1276652118"
"Mönchengladbach","Monchengladbach","51.2000","6.4333","Germany","DE","DEU","North Rhine-Westphalia","minor","268465","1276982173"
"Gelsenkirchen","Gelsenkirchen","51.5167","7.1000","Germany","DE","DEU","North Rhine-Westphalia","minor","263000","1276788537"
"Aachen","Aachen","50.7756","6.0836","Germany","DE","DEU","North Rhine-Westphalia","minor","252136","1276805572"
"Braunschweig","Braunschweig","52.2667","10.5167","Germany","DE","DEU","Lower Saxony","minor","251804","1276941443"
"Chemnitz","Chemnitz","50.8333","12.9167","Germany","DE","DEU","Saxony","minor","248563","1276519956"
"Kiel","Kiel","54.3233","10.1394","Germany","DE","DEU","Schleswig-Holstein","admin","247717","1276305306"
"Halle","Halle","51.4828","11.9697","Germany","DE","DEU","Saxony-Anhalt","minor","242083","1276167077"
"Magdeburg","Magdeburg","52.1317","11.6392","Germany","DE","DEU","Saxony-Anhalt","admin","239364","1276418236"
"Freiburg im Breisgau","Freiburg im Breisgau","47.9950","7.8500","Germany","DE","DEU","Baden-Württemberg","minor","236140","1276371228"
"Krefeld","Krefeld","51.3333","6.5667","Germany","DE","DEU","North Rhine-Westphalia","minor","228426","1276149829"
"Mainz","Mainz","49.9994","8.2736","Germany","DE","DEU","Rhineland-Palatinate","admin","220552","1276801317"
"Lübeck","Lubeck","53.8697","10.6864","Germany","DE","DEU","Schleswig-Holstein","minor","218095","1276852342"
"Oberhausen","Oberhausen","51.4967","6.8706","Germany","DE","DEU","North Rhine-Westphalia","minor","210824","1276448936"
"Rostock","Rostock","54.0833","12.1333","Germany","DE","DEU","Mecklenburg-Western Pomerania","","209920","1276210265"
"Kassel","Kassel","51.3158","9.4979","Germany","DE","DEU","Hesse","minor","204202","1276791686"
"Hagen","Hagen","51.3667","7.4833","Germany","DE","DEU","North Rhine-Westphalia","minor","189783","1276389303"
"Potsdam","Potsdam","52.4000","13.0667","Germany","DE","DEU","Brandenburg","admin","185750","1276395100"
"Saarbrücken","Saarbrucken","49.2333","7.0000","Germany","DE","DEU","Saarland","admin","181959","1276419711"
"Hamm","Hamm","51.6667","7.8167","Germany","DE","DEU","North Rhine-Westphalia","minor","180849","1276808737"
"Ludwigshafen","Ludwigshafen","49.4811","8.4353","Germany","DE","DEU","Rhineland-Palatinate","minor","174265","1276912330"
"Oldenburg","Oldenburg","53.1439","8.2139","Germany","DE","DEU","Lower Saxony","minor","172830","1276946953"
"Mülheim","Mulheim","51.4275","6.8825","Germany","DE","DEU","North Rhine-Westphalia","minor","172404","1276676856"
"Osnabrück","Osnabruck","52.2833","8.0500","Germany","DE","DEU","Lower Saxony","minor","167366","1276554949"
"Leverkusen","Leverkusen","51.0333","6.9833","Germany","DE","DEU","North Rhine-Westphalia","minor","165748","1276002465"
"Heidelberg","Heidelberg","49.4167","8.7167","Germany","DE","DEU","Baden-Württemberg","minor","162273","1276519742"
"Darmstadt","Darmstadt","49.8722","8.6528","Germany","DE","DEU","Hesse","minor","162243","1276607395"
"Solingen","Solingen","51.1667","7.0833","Germany","DE","DEU","North Rhine-Westphalia","minor","160643","1276728190"
"Regensburg","Regensburg","49.0167","12.0833","Germany","DE","DEU","Bavaria","minor","157443","1276000325"
"Herne","Herne","51.5500","7.2167","Germany","DE","DEU","North Rhine-Westphalia","minor","157368","1276656117"
"Paderborn","Paderborn","51.7181","8.7542","Germany","DE","DEU","North Rhine-Westphalia","minor","154755","1276339087"
"Neuss","Neuss","51.2000","6.7000","Germany","DE","DEU","North Rhine-Westphalia","minor","154139","1276075502"
"Ingolstadt","Ingolstadt","48.7631","11.4250","Germany","DE","DEU","Bavaria","minor","141029","1276803150"
"Fürth","Furth","49.4667","11.0000","Germany","DE","DEU","Bavaria","minor","131433","1276580165"
"Ulm","Ulm","48.4000","9.9833","Germany","DE","DEU","Baden-Württemberg","minor","128928","1276002212"
"Heilbronn","Heilbronn","49.1500","9.2167","Germany","DE","DEU","Baden-Württemberg","minor","128334","1276377359"
"Pforzheim","Pforzheim","48.8950","8.7050","Germany","DE","DEU","Baden-Württemberg","minor","127849","1276732622"
"Würzburg","Wurzburg","49.7833","9.9333","Germany","DE","DEU","Bavaria","minor","127810","1276233514"
"Wolfsburg","Wolfsburg","52.4231","10.7872","Germany","DE","DEU","Lower Saxony","minor","125961","1276033981"
"Göttingen","Gottingen","51.5339","9.9356","Germany","DE","DEU","Lower Saxony","minor","118946","1276211234"
"Bottrop","Bottrop","51.5247","6.9228","Germany","DE","DEU","North Rhine-Westphalia","minor","118113","1276473363"
"Reutlingen","Reutlingen","48.4833","9.2167","Germany","DE","DEU","Baden-Württemberg","minor","117547","1276256795"
"Erlangen","Erlangen","49.5833","11.0167","Germany","DE","DEU","Bavaria","minor","116562","1276339482"
"Bremerhaven","Bremerhaven","53.5500","8.5833","Germany","DE","DEU","Bremen","","115468","1276991229"
"Koblenz","Koblenz","50.3597","7.5978","Germany","DE","DEU","Rhineland-Palatinate","minor","115268","1276605495"
"Bergisch Gladbach","Bergisch Gladbach","50.9918","7.1303","Germany","DE","DEU","North Rhine-Westphalia","minor","112712","1276074373"
"Remscheid","Remscheid","51.1833","7.2000","Germany","DE","DEU","North Rhine-Westphalia","minor","112613","1276043920"
"Trier","Trier","49.7567","6.6414","Germany","DE","DEU","Rhineland-Palatinate","minor","112195","1276211430"
"Recklinghausen","Recklinghausen","51.5850","7.1619","Germany","DE","DEU","North Rhine-Westphalia","minor","111734","1276179876"
"Jena","Jena","50.9272","11.5861","Germany","DE","DEU","Thuringia","minor","111191","1276659978"
"Moers","Moers","51.4592","6.6197","Germany","DE","DEU","North Rhine-Westphalia","","105287","1276257182"
"Salzgitter","Salzgitter","52.1500","10.3333","Germany","DE","DEU","Lower Saxony","minor","104548","1276613066"
"Siegen","Siegen","50.8833","8.0167","Germany","DE","DEU","North Rhine-Westphalia","minor","102560","1276268768"
"Gütersloh","Gutersloh","51.9000","8.3833","Germany","DE","DEU","North Rhine-Westphalia","minor","102393","1276587494"
"Hildesheim","Hildesheim","52.1500","9.9500","Germany","DE","DEU","Lower Saxony","minor","101858","1276244190"
"Hanau","Hanau","50.1328","8.9169","Germany","DE","DEU","Hesse","minor","101364","1276550409"
"Kaiserslautern","Kaiserslautern","49.4447","7.7689","Germany","DE","DEU","Rhineland-Palatinate","minor","101228","1276674534"
"Cottbus","Cottbus","51.7606","14.3342","Germany","DE","DEU","Brandenburg","minor","99515","1276436655"
"Schwerin","Schwerin","53.6333","11.4167","Germany","DE","DEU","Mecklenburg-Western Pomerania","admin","98596","1276221707"
"Witten","Witten","51.4333","7.3333","Germany","DE","DEU","North Rhine-Westphalia","","95897","1276004960"
"Esslingen","Esslingen","48.7333","9.3167","Germany","DE","DEU","Baden-Württemberg","minor","94941","1276510955"
"Ludwigsburg","Ludwigsburg","48.8975","9.1922","Germany","DE","DEU","Baden-Württemberg","minor","94157","1276803720"
"Gießen","Giessen","50.5833","8.6667","Germany","DE","DEU","Hesse","minor","94146","1276576770"
"Gera","Gera","50.8806","12.0833","Germany","DE","DEU","Thuringia","minor","93634","1276548165"
"Düren","Duren","50.8000","6.4833","Germany","DE","DEU","North Rhine-Westphalia","minor","93207","1276181957"
"Tübingen","Tubingen","48.5200","9.0556","Germany","DE","DEU","Baden-Württemberg","minor","92811","1276203240"
"Flensburg","Flensburg","54.7819","9.4367","Germany","DE","DEU","Schleswig-Holstein","minor","92550","1276853315"
"Iserlohn","Iserlohn","51.3833","7.6667","Germany","DE","DEU","North Rhine-Westphalia","","92540","1276837267"
"Villingen-Schwenningen","Villingen-Schwenningen","48.0603","8.4586","Germany","DE","DEU","Baden-Württemberg","minor","88213","1276450523"
"Ratingen","Ratingen","51.3000","6.8500","Germany","DE","DEU","North Rhine-Westphalia","","87388","1276005433"
"Zwickau","Zwickau","50.7167","12.5000","Germany","DE","DEU","Saxony","minor","87172","1276683623"
"Lünen","Lunen","51.6167","7.5167","Germany","DE","DEU","North Rhine-Westphalia","","86868","1276959723"
"Konstanz","Konstanz","47.6667","9.1833","Germany","DE","DEU","Baden-Württemberg","","85859","1276601373"
"Worms","Worms","49.6319","8.3653","Germany","DE","DEU","Rhineland-Palatinate","minor","84646","1276944683"
"Marl","Marl","51.6667","7.1167","Germany","DE","DEU","North Rhine-Westphalia","","84331","1276451667"
"Minden","Minden","52.2883","8.9167","Germany","DE","DEU","North Rhine-Westphalia","minor","83076","1276191164"
"Velbert","Velbert","51.3333","7.0500","Germany","DE","DEU","North Rhine-Westphalia","","82445","1276896645"
"Norderstedt","Norderstedt","53.7064","10.0103","Germany","DE","DEU","Schleswig-Holstein","","81880","1276872953"
"Bamberg","Bamberg","49.8914","10.8869","Germany","DE","DEU","Bavaria","minor","79935","1276824274"
"Dessau-Rosslau","","51.8333","12.2333","Germany","DE","DEU","Saxony-Anhalt","minor","79655","1276983641"
"Neumünster","Neumunster","54.0714","9.9900","Germany","DE","DEU","Schleswig-Holstein","minor","79502","1276757733"
"Delmenhorst","Delmenhorst","53.0506","8.6317","Germany","DE","DEU","Lower Saxony","minor","78385","1276098664"
"Viersen","Viersen","51.2561","6.3972","Germany","DE","DEU","North Rhine-Westphalia","minor","78208","1276629059"
"Rheine","Rheine","52.2833","7.4333","Germany","DE","DEU","North Rhine-Westphalia","","77893","1276882978"
"Marburg","Marburg","50.8100","8.7708","Germany","DE","DEU","Hesse","minor","77845","1276012023"
"Lüneburg","Luneburg","53.2525","10.4144","Germany","DE","DEU","Lower Saxony","minor","76837","1276001423"
"Dorsten","Dorsten","51.6600","6.9642","Germany","DE","DEU","North Rhine-Westphalia","","76720","1276397774"
"Troisdorf","Troisdorf","50.8161","7.1556","Germany","DE","DEU","North Rhine-Westphalia","","76251","1276488227"
"Wilhelmshaven","Wilhelmshaven","53.5286","8.1056","Germany","DE","DEU","Lower Saxony","minor","76089","1276324633"
"Gladbeck","Gladbeck","51.5667","6.9667","Germany","DE","DEU","North Rhine-Westphalia","","75889","1276216238"
"Landshut","Landshut","48.5397","12.1508","Germany","DE","DEU","Bavaria","minor","75457","1276485277"
"Detmold","Detmold","51.9378","8.8833","Germany","DE","DEU","North Rhine-Westphalia","minor","75089","1276802316"
"Bayreuth","Bayreuth","49.9481","11.5783","Germany","DE","DEU","Bavaria","minor","74506","1276275069"
"Arnsberg","Arnsberg","51.3833","8.0833","Germany","DE","DEU","North Rhine-Westphalia","","74323","1276285824"
"Castrop-Rauxel","Castrop-Rauxel","51.5500","7.3167","Germany","DE","DEU","North Rhine-Westphalia","","73795","1276873073"
"Brandenburg","Brandenburg","52.4167","12.5333","Germany","DE","DEU","Brandenburg","minor","73609","1276372220"
"Aschaffenburg","Aschaffenburg","49.9667","9.1500","Germany","DE","DEU","Bavaria","minor","72444","1276069907"
"Bocholt","Bocholt","51.8333","6.6167","Germany","DE","DEU","North Rhine-Westphalia","","71930","1276001655"
"Lüdenscheid","Ludenscheid","51.2167","7.6333","Germany","DE","DEU","North Rhine-Westphalia","minor","71865","1276839426"
"Celle","Celle","52.6256","10.0825","Germany","DE","DEU","Lower Saxony","minor","70138","1276282135"
"Kempten","Kempten","47.7333","10.3167","Germany","DE","DEU","Bavaria","minor","70056","1276008842"
"Fulda","Fulda","50.5508","9.6753","Germany","DE","DEU","Hesse","minor","69968","1276669051"
"Lippstadt","Lippstadt","51.6667","8.3500","Germany","DE","DEU","North Rhine-Westphalia","","68890","1276820778"
"Aalen","Aalen","48.8333","10.1000","Germany","DE","DEU","Baden-Württemberg","minor","68816","1276757787"
"Dinslaken","Dinslaken","51.5667","6.7333","Germany","DE","DEU","North Rhine-Westphalia","","67762","1276055868"
"Herford","Herford","52.1333","8.6833","Germany","DE","DEU","North Rhine-Westphalia","minor","67459","1276588147"
"Rüsselsheim","Russelsheim","50.0000","8.4333","Germany","DE","DEU","Hesse","","67277","1276969472"
"Kerpen","Kerpen","50.8719","6.6961","Germany","DE","DEU","North Rhine-Westphalia","","67239","1276675138"
"Neuwied","Neuwied","50.4286","7.4614","Germany","DE","DEU","Rhineland-Palatinate","minor","65986","1276935443"
"Weimar","Weimar","50.9811","11.3294","Germany","DE","DEU","Thuringia","minor","65620","1276053525"
"Dormagen","Dormagen","51.1000","6.8167","Germany","DE","DEU","North Rhine-Westphalia","","65147","1276688551"
"Sindelfingen","Sindelfingen","48.7133","9.0028","Germany","DE","DEU","Baden-Württemberg","","64995","1276001469"
"Plauen","Plauen","50.4833","12.1167","Germany","DE","DEU","Saxony","minor","64763","1276134198"
"Grevenbroich","Grevenbroich","51.0883","6.5875","Germany","DE","DEU","North Rhine-Westphalia","","64596","1276215861"
"Rosenheim","Rosenheim","47.8500","12.1333","Germany","DE","DEU","Bavaria","minor","64403","1276301675"
"Neubrandenburg","Neubrandenburg","53.5569","13.2611","Germany","DE","DEU","Mecklenburg-Western Pomerania","minor","63989","1276954105"
"Friedrichshafen","Friedrichshafen","47.6500","9.4833","Germany","DE","DEU","Baden-Württemberg","","62932","1276002705"
"Herten","Herten","51.6000","7.1333","Germany","DE","DEU","North Rhine-Westphalia","","62473","1276440470"
"Bergheim","Bergheim","50.9667","6.6500","Germany","DE","DEU","North Rhine-Westphalia","minor","62376","1276980188"
"Schwäbisch Gmünd","Schwabisch Gmund","48.8000","9.8000","Germany","DE","DEU","Baden-Württemberg","","62325","1276897251"
"Offenburg","Offenburg","48.4667","7.9333","Germany","DE","DEU","Baden-Württemberg","minor","61670","1276214401"
"Garbsen","Garbsen","52.4183","9.5981","Germany","DE","DEU","Lower Saxony","","61349","1276318243"
"Wesel","Wesel","51.6586","6.6178","Germany","DE","DEU","North Rhine-Westphalia","minor","61330","1276261527"
"Neu-Ulm","Neu-Ulm","48.3833","10.0000","Germany","DE","DEU","Baden-Württemberg","minor","61043","1276071813"
"Hürth","Hurth","50.8775","6.8761","Germany","DE","DEU","North Rhine-Westphalia","","60969","1276025332"
"Unna","Unna","51.5347","7.6889","Germany","DE","DEU","North Rhine-Westphalia","minor","60892","1276028114"
"Langenfeld","Langenfeld","51.1167","6.9500","Germany","DE","DEU","North Rhine-Westphalia","","59783","1276016003"
"Euskirchen","Euskirchen","50.6597","6.7917","Germany","DE","DEU","North Rhine-Westphalia","minor","59772","1276782162"
"Greifswald","Greifswald","54.0833","13.3833","Germany","DE","DEU","Mecklenburg-Western Pomerania","minor","59691","1276867765"
"Stralsund","Stralsund","54.3092","13.0819","Germany","DE","DEU","Mecklenburg-Western Pomerania","minor","59363","1276640152"
"Göppingen","Goppingen","48.7025","9.6528","Germany","DE","DEU","Baden-Württemberg","minor","59053","1276730715"
"Frankfurt (Oder)","Frankfurt (Oder)","52.3419","14.5517","Germany","DE","DEU","Brandenburg","minor","58230","1276397323"
"Hameln","Hameln","52.1000","9.3667","Germany","DE","DEU","Lower Saxony","minor","57905","1276101153"
"Meerbusch","Meerbusch","51.2667","6.6667","Germany","DE","DEU","North Rhine-Westphalia","","57422","1276882223"
"Baden-Baden","Baden-Baden","48.7628","8.2408","Germany","DE","DEU","Baden-Württemberg","minor","57025","1276150269"
"Görlitz","Gorlitz","51.1528","14.9872","Germany","DE","DEU","Saxony","minor","56574","1276000121"
"Lingen","Lingen","52.5231","7.3231","Germany","DE","DEU","Lower Saxony","","56542","1276978218"
"Stolberg","Stolberg","50.7667","6.2333","Germany","DE","DEU","North Rhine-Westphalia","","56455","1276202704"
"Sankt Augustin","Sankt Augustin","50.7700","7.1867","Germany","DE","DEU","North Rhine-Westphalia","","56369","1276196312"
"Waiblingen","Waiblingen","48.8303","9.3169","Germany","DE","DEU","Baden-Württemberg","minor","56081","1276678986"
"Eschweiler","Eschweiler","50.8167","6.2833","Germany","DE","DEU","North Rhine-Westphalia","","56049","1276835632"
"Hilden","Hilden","51.1714","6.9394","Germany","DE","DEU","North Rhine-Westphalia","","55815","1276577152"
"Pulheim","Pulheim","51.0000","6.8000","Germany","DE","DEU","North Rhine-Westphalia","","55530","1276728926"
"Langenhagen","Langenhagen","52.4394","9.7400","Germany","DE","DEU","Lower Saxony","","55367","1276031765"
"Nordhorn","Nordhorn","52.4319","7.0678","Germany","DE","DEU","Lower Saxony","minor","55242","1276078036"
"Bad Homburg","Bad Homburg","50.2167","8.6000","Germany","DE","DEU","Hesse","minor","54996","1276019348"
"Bad Salzuflen","Bad Salzuflen","52.0833","8.7467","Germany","DE","DEU","North Rhine-Westphalia","","54808","1276526163"
"Schweinfurt","Schweinfurt","50.0500","10.2333","Germany","DE","DEU","Bavaria","","54675","1276316912"
"Hattingen","Hattingen","51.3992","7.1858","Germany","DE","DEU","North Rhine-Westphalia","","54637","1276698647"
"Wetzlar","Wetzlar","50.5667","8.5000","Germany","DE","DEU","Hesse","minor","54187","1276020868"
"Neustadt","Neustadt","49.3500","8.1500","Germany","DE","DEU","Rhineland-Palatinate","minor","53981","1276053769"
"Passau","Passau","48.5744","13.4647","Germany","DE","DEU","Bavaria","minor","53907","1276123699"
"Kleve","Kleve","51.7900","6.1400","Germany","DE","DEU","North Rhine-Westphalia","minor","53388","1276674243"
"Ahlen","Ahlen","51.7633","7.8911","Germany","DE","DEU","North Rhine-Westphalia","","53348","1276843072"
"Frechen","Frechen","50.9167","6.8167","Germany","DE","DEU","North Rhine-Westphalia","","52811","1276255319"
"Wolfenbüttel","Wolfenbuttel","52.1622","10.5369","Germany","DE","DEU","Lower Saxony","minor","52681","1276388010"
"Bad Kreuznach","Bad Kreuznach","49.8500","7.8667","Germany","DE","DEU","Rhineland-Palatinate","minor","52529","1276733459"
"Ibbenbüren","Ibbenburen","52.2778","7.7167","Germany","DE","DEU","North Rhine-Westphalia","","52421","1276476330"
"Gummersbach","Gummersbach","51.0333","7.5667","Germany","DE","DEU","North Rhine-Westphalia","minor","52001","1276576027"
"Ravensburg","Ravensburg","47.7831","9.6114","Germany","DE","DEU","Baden-Württemberg","minor","51482","1276088263"
"Böblingen","Boblingen","48.6856","9.0153","Germany","DE","DEU","Baden-Württemberg","minor","51460","1276001231"
"Peine","Peine","52.3203","10.2336","Germany","DE","DEU","Lower Saxony","minor","51411","1276331439"
"Speyer","Speyer","49.3194","8.4311","Germany","DE","DEU","Rhineland-Palatinate","minor","51368","1276684984"
"Rastatt","Rastatt","48.8500","8.2000","Germany","DE","DEU","Baden-Württemberg","minor","51310","1276684629"
"Elmshorn","Elmshorn","53.7519","9.6511","Germany","DE","DEU","Schleswig-Holstein","","50772","1276091723"
"Emden","Emden","53.3669","7.2061","Germany","DE","DEU","Lower Saxony","minor","50535","1276309938"
"Goslar","Goslar","51.9072","10.4300","Germany","DE","DEU","Lower Saxony","minor","50203","1276608610"
"Willich","Willich","51.2631","6.5492","Germany","DE","DEU","North Rhine-Westphalia","","50144","1276849706"
"Heidenheim","Heidenheim","48.6761","10.1544","Germany","DE","DEU","Baden-Württemberg","minor","50025","1276168895"
"Erftstadt","Erftstadt","50.8167","6.7667","Germany","DE","DEU","North Rhine-Westphalia","","49882","1276479094"
"Lörrach","Lorrach","47.6167","7.6667","Germany","DE","DEU","Baden-Württemberg","minor","49876","1276104619"
"Cuxhaven","Cuxhaven","53.8611","8.6944","Germany","DE","DEU","Lower Saxony","minor","49854","1276511789"
"Gronau","Gronau","52.2125","7.0417","Germany","DE","DEU","North Rhine-Westphalia","","49824","1276262054"
"Leonberg","Leonberg","48.8014","9.0131","Germany","DE","DEU","Baden-Württemberg","","49512","1276002040"
"Rheda-Wiedenbrück","Rheda-Wiedenbruck","51.8417","8.3000","Germany","DE","DEU","North Rhine-Westphalia","","49486","1276045371"
"Bad Oeynhausen","Bad Oeynhausen","52.2000","8.8000","Germany","DE","DEU","North Rhine-Westphalia","","49477","1276503412"
"Singen","Singen","47.7628","8.8400","Germany","DE","DEU","Baden-Württemberg","","49441","1276550938"
"Freising","Freising","48.4028","11.7489","Germany","DE","DEU","Bavaria","minor","49339","1276519005"
"Bergkamen","Bergkamen","51.6167","7.6333","Germany","DE","DEU","North Rhine-Westphalia","","49263","1276603807"
"Straubing","Straubing","48.8833","12.5667","Germany","DE","DEU","Bavaria","minor","49164","1276278805"
"Frankenthal","Frankenthal","49.5333","8.3500","Germany","DE","DEU","Rhineland-Palatinate","minor","49051","1276888667"
"Bornheim","Bornheim","50.7592","7.0050","Germany","DE","DEU","North Rhine-Westphalia","","49025","1276585020"
"Soest","Soest","51.5711","8.1092","Germany","DE","DEU","North Rhine-Westphalia","minor","48607","1276851034"
"Stade","Stade","53.6008","9.4764","Germany","DE","DEU","Lower Saxony","minor","48353","1276472720"
"Alsdorf","Alsdorf","50.8833","6.1667","Germany","DE","DEU","North Rhine-Westphalia","","48328","1276261156"
"Dachau","Dachau","48.2603","11.4342","Germany","DE","DEU","Bavaria","minor","48195","1276549079"
"Hennef","Hennef","50.7833","7.2833","Germany","DE","DEU","North Rhine-Westphalia","","48002","1276962178"
"Oranienburg","Oranienburg","52.7544","13.2369","Germany","DE","DEU","Brandenburg","minor","47752","1276677137"
"Landau","Landau","49.2000","8.1167","Germany","DE","DEU","Rhineland-Palatinate","minor","47610","1276000837"
"Dülmen","Dulmen","51.8308","7.2783","Germany","DE","DEU","North Rhine-Westphalia","","47468","1276703649"
"Melle","Melle","52.2044","8.3389","Germany","DE","DEU","Lower Saxony","","47228","1276489872"
"Herzogenrath","Herzogenrath","50.8667","6.1000","Germany","DE","DEU","North Rhine-Westphalia","","46941","1276873875"
"Neunkirchen","Neunkirchen","49.3500","7.1667","Germany","DE","DEU","Saarland","minor","46882","1276274217"
"Schwerte","Schwerte","51.4458","7.5653","Germany","DE","DEU","North Rhine-Westphalia","","46658","1276720376"
"Hof","Hof","50.3167","11.9167","Germany","DE","DEU","Bavaria","minor","46656","1276561363"
"Bruchsal","Bruchsal","49.1333","8.6000","Germany","DE","DEU","Baden-Württemberg","","46587","1276034362"
"Rodgau","Rodgau","50.0167","8.8833","Germany","DE","DEU","Hesse","","46426","1276173536"
"Albstadt","Albstadt","48.2119","9.0239","Germany","DE","DEU","Baden-Württemberg","","46422","1276969750"
"Halle-Neustadt","Halle-Neustadt","51.4789","11.9214","Germany","DE","DEU","Saxony-Anhalt","","46280","1276281757"
"Filderstadt","Filderstadt","48.6803","9.2183","Germany","DE","DEU","Baden-Württemberg","","46188","1276952389"
"Bünde","Bunde","52.2000","8.6000","Germany","DE","DEU","North Rhine-Westphalia","","46030","1276719683"
"Gotha","Gotha","50.9492","10.7050","Germany","DE","DEU","Thuringia","minor","46019","1276679639"
"Fellbach","Fellbach","48.8086","9.2758","Germany","DE","DEU","Baden-Württemberg","","45896","1276083210"
"Memmingen","Memmingen","47.9878","10.1811","Germany","DE","DEU","Bavaria","minor","45857","1276229376"
"Kaufbeuren","Kaufbeuren","47.8800","10.6225","Germany","DE","DEU","Bavaria","minor","45792","1276496301"
"Weinheim","Weinheim","49.5500","8.6667","Germany","DE","DEU","Baden-Württemberg","","45275","1276001742"
"Neustadt am Rübenberge","Neustadt am Rubenberge","52.5000","9.4667","Germany","DE","DEU","Lower Saxony","","45262","1276887904"
"Lehrte","Lehrte","52.3667","9.9667","Germany","DE","DEU","Lower Saxony","","44823","1276716840"
"Falkensee","Falkensee","52.5583","13.0917","Germany","DE","DEU","Brandenburg","","44806","1276126886"
"Brühl","Bruhl","50.8333","6.9000","Germany","DE","DEU","North Rhine-Westphalia","","44804","1276307796"
"Pinneberg","Pinneberg","53.6333","9.8000","Germany","DE","DEU","Schleswig-Holstein","minor","44279","1276865707"
"Kaarst","Kaarst","51.2167","6.6167","Germany","DE","DEU","North Rhine-Westphalia","","44253","1276322915"
"Erkelenz","Erkelenz","51.0833","6.3167","Germany","DE","DEU","North Rhine-Westphalia","","44215","1276067473"
"Wismar","Wismar","53.9000","11.4667","Germany","DE","DEU","Mecklenburg-Western Pomerania","minor","43878","1276660084"
"Erkrath","Erkrath","51.2239","6.9147","Germany","DE","DEU","North Rhine-Westphalia","","43856","1276917229"
"Bietigheim-Bissingen","Bietigheim-Bissingen","48.9667","9.1333","Germany","DE","DEU","Baden-Württemberg","","43755","1276916733"
"Gifhorn","Gifhorn","52.4886","10.5464","Germany","DE","DEU","Lower Saxony","minor","43625","1276793894"
"Borken","Borken","51.8333","6.8667","Germany","DE","DEU","North Rhine-Westphalia","minor","43489","1276778327"
"Heinsberg","Heinsberg","51.0631","6.0964","Germany","DE","DEU","North Rhine-Westphalia","minor","43476","1276000099"
"Nettetal","Nettetal","51.3167","6.2833","Germany","DE","DEU","North Rhine-Westphalia","","43095","1276049262"
"Kamen","Kamen","51.5917","7.6653","Germany","DE","DEU","North Rhine-Westphalia","","43058","1276465116"
"Aurich","Aurich","53.4714","7.4836","Germany","DE","DEU","Lower Saxony","minor","42970","1276424784"
"Laatzen","Laatzen","52.3167","9.8000","Germany","DE","DEU","Lower Saxony","","42675","1276954154"
"Amberg","Amberg","49.4444","11.8483","Germany","DE","DEU","Bavaria","minor","42534","1276551955"
"Seevetal","Seevetal","53.3833","9.9667","Germany","DE","DEU","Lower Saxony","","42449","1276709038"
"Eisenach","Eisenach","50.9761","10.3206","Germany","DE","DEU","Thuringia","minor","42408","1276000880"
