"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Alsfeld","Alsfeld","50.7511","9.2711","Germany","DE","DEU","Hesse","","16177","1276584676"
"Schlüchtern","Schluchtern","50.3500","9.5167","Germany","DE","DEU","Hesse","","16151","1276713332"
"Markranstädt","Markranstadt","51.3017","12.2211","Germany","DE","DEU","Saxony","","16132","1276832529"
"Michelstadt","Michelstadt","49.6786","9.0039","Germany","DE","DEU","Hesse","","16097","1276024719"
"Wendelstein","Wendelstein","49.3536","11.1483","Germany","DE","DEU","Bavaria","","16089","1276957789"
"Brüggen","Bruggen","51.2417","6.1822","Germany","DE","DEU","North Rhine-Westphalia","","16082","1276029002"
"Großenkneten","Grossenkneten","52.9500","8.2667","Germany","DE","DEU","Lower Saxony","","16079","1276069119"
"Marbach am Neckar","Marbach am Neckar","48.9333","9.2500","Germany","DE","DEU","Baden-Württemberg","","16053","1276176133"
"Eilenburg","Eilenburg","51.4608","12.6358","Germany","DE","DEU","Saxony","","16031","1276166351"
"Preetz","Preetz","54.2367","10.2822","Germany","DE","DEU","Schleswig-Holstein","","16024","1276274661"
"Zeulenroda","Zeulenroda","50.6486","11.9806","Germany","DE","DEU","Thuringia","","16021","1276933669"
"Aue","Aue","50.5881","12.7006","Germany","DE","DEU","Saxony","","16012","1276459690"
"Illingen","Illingen","49.3667","7.0333","Germany","DE","DEU","Saarland","","15998","1276359675"
"Weener","Weener","53.1692","7.3564","Germany","DE","DEU","Lower Saxony","","15997","1276425095"
"Füssen","Fussen","47.5667","10.7000","Germany","DE","DEU","Bavaria","","15985","1276059513"
"Erlensee","Erlensee","50.1333","8.9333","Germany","DE","DEU","Hesse","","15969","1276495268"
"Finsterwalde","Finsterwalde","51.6282","13.7102","Germany","DE","DEU","Brandenburg","","15968","1276493643"
"Süchteln","Suchteln","51.2833","6.3833","Germany","DE","DEU","North Rhine-Westphalia","","15941","1276796090"
"Schwarzenberg","Schwarzenberg","50.5453","12.7792","Germany","DE","DEU","Saxony","","15936","1276831560"
"Königslutter am Elm","Konigslutter am Elm","52.2500","10.8167","Germany","DE","DEU","Lower Saxony","","15933","1276192101"
"Eilendorf","Eilendorf","50.7794","6.1625","Germany","DE","DEU","North Rhine-Westphalia","","15892","1276960521"
"Walldorf","Walldorf","49.3000","8.6500","Germany","DE","DEU","Baden-Württemberg","","15892","1276002664"
"Wadern","Wadern","49.5167","6.8667","Germany","DE","DEU","Saarland","","15885","1276516463"
"Drensteinfurt","Drensteinfurt","51.7944","7.7392","Germany","DE","DEU","North Rhine-Westphalia","","15874","1276206694"
"Simmerath","Simmerath","50.6069","6.3000","Germany","DE","DEU","North Rhine-Westphalia","","15841","1276931162"
"Ascheberg","Ascheberg","51.7889","7.6200","Germany","DE","DEU","North Rhine-Westphalia","","15822","1276423917"
"Taucha","Taucha","51.3800","12.4936","Germany","DE","DEU","Saxony","","15816","1276068319"
"Breisach am Rhein","Breisach am Rhein","48.0333","7.5833","Germany","DE","DEU","Baden-Württemberg","","15793","1276880866"
"Rahden","Rahden","52.4167","8.6167","Germany","DE","DEU","North Rhine-Westphalia","","15773","1276217000"
"Garrel","Garrel","52.9581","8.0253","Germany","DE","DEU","Lower Saxony","","15762","1276561308"
"Hille","Hille","52.3331","8.7500","Germany","DE","DEU","North Rhine-Westphalia","","15728","1276307584"
"Lübbenau/Spreewald","Lubbenau/Spreewald","51.8667","13.9667","Germany","DE","DEU","Brandenburg","","15726","1276392829"
"Ribnitz-Damgarten","Ribnitz-Damgarten","54.2500","12.4667","Germany","DE","DEU","Mecklenburg-Western Pomerania","","15721","1276064199"
"Langenberg","Langenberg","51.3519","7.1217","Germany","DE","DEU","North Rhine-Westphalia","","15717","1276538956"
"Dieburg","Dieburg","49.9000","8.8500","Germany","DE","DEU","Hesse","","15699","1276337501"
"Ebersbach an der Fils","Ebersbach an der Fils","48.7147","9.5236","Germany","DE","DEU","Baden-Württemberg","","15692","1276554005"
"Schiffweiler","Schiffweiler","49.3667","7.1167","Germany","DE","DEU","Saarland","","15655","1276169477"
"Mindelheim","Mindelheim","48.0333","10.4667","Germany","DE","DEU","Bavaria","minor","15654","1276322308"
"Langenau","Langenau","48.4967","10.1200","Germany","DE","DEU","Baden-Württemberg","","15633","1276345648"
"Boppard","Boppard","50.2314","7.5908","Germany","DE","DEU","Rhineland-Palatinate","","15616","1276667317"
"Templin","Templin","53.1167","13.5000","Germany","DE","DEU","Brandenburg","","15599","1276089341"
"Epe","Epe","52.1833","7.0333","Germany","DE","DEU","North Rhine-Westphalia","","15589","1276072259"
"Bad Neustadt","Bad Neustadt","50.3219","10.2161","Germany","DE","DEU","Bavaria","minor","15558","1276106311"
"Eppelheim","Eppelheim","49.4000","8.6333","Germany","DE","DEU","Baden-Württemberg","","15555","1276579726"
"Hofgeismar","Hofgeismar","51.4833","9.4000","Germany","DE","DEU","Hesse","","15521","1276882512"
"Mainburg","Mainburg","48.6500","11.7833","Germany","DE","DEU","Bavaria","","15466","1276991073"
"Neustadt in Holstein","Neustadt in Holstein","54.1072","10.8158","Germany","DE","DEU","Schleswig-Holstein","","15464","1276780766"
"Sandhausen","Sandhausen","49.3439","8.6581","Germany","DE","DEU","Baden-Württemberg","","15455","1276169005"
"Gehrden","Gehrden","52.3117","9.6003","Germany","DE","DEU","Lower Saxony","","15426","1276000662"
"Blomberg","Blomberg","51.9333","9.0833","Germany","DE","DEU","North Rhine-Westphalia","","15407","1276943915"
"Bad Bramstedt","Bad Bramstedt","53.9186","9.8844","Germany","DE","DEU","Schleswig-Holstein","","15331","1276793883"
"Ratekau","Ratekau","53.9500","10.7333","Germany","DE","DEU","Schleswig-Holstein","","15330","1276252655"
"Odenthal","Odenthal","51.0333","7.1167","Germany","DE","DEU","North Rhine-Westphalia","","15324","1276022742"
"Burbach","Burbach","50.7444","8.0861","Germany","DE","DEU","North Rhine-Westphalia","","15315","1276749212"
"Clausthal-Zellerfeld","Clausthal-Zellerfeld","51.8050","10.3356","Germany","DE","DEU","Lower Saxony","","15286","1276565687"
"Ober-Ramstadt","Ober-Ramstadt","49.8333","8.7500","Germany","DE","DEU","Hesse","","15252","1276189736"
"Mering","Mering","48.2625","10.9844","Germany","DE","DEU","Bavaria","","15196","1276382837"
"Dorfen","Dorfen","48.2667","12.1500","Germany","DE","DEU","Bavaria","","15179","1276442321"
"Niederkrüchten","Niederkruchten","51.1989","6.2194","Germany","DE","DEU","North Rhine-Westphalia","","15170","1276522692"
"Weißwasser/Oberlausitz","Weisswasser/Oberlausitz","51.5000","14.6333","Germany","DE","DEU","Saxony","","15136","1276986089"
"Brake","Brake","53.3333","8.4833","Germany","DE","DEU","Lower Saxony","minor","15094","1276055035"
"Schriesheim","Schriesheim","49.4736","8.6592","Germany","DE","DEU","Baden-Württemberg","","15091","1276514747"
"Neustadt bei Coburg","Neustadt bei Coburg","50.3289","11.1211","Germany","DE","DEU","Bavaria","","15064","1276116282"
"Bad Wurzach","Bad Wurzach","47.9094","9.8994","Germany","DE","DEU","Baden-Württemberg","","15061","1276243830"
"Markgröningen","Markgroningen","48.9047","9.0808","Germany","DE","DEU","Baden-Württemberg","","15054","1276236194"
"Langelsheim","Langelsheim","51.9381","10.3350","Germany","DE","DEU","Lower Saxony","","15043","1276567894"
"Grenzach-Wyhlen","Grenzach-Wyhlen","47.5450","7.6758","Germany","DE","DEU","Baden-Württemberg","","15037","1276030397"
"Ritterhude","Ritterhude","53.1831","8.7561","Germany","DE","DEU","Bremen","","15033","1276391599"
"Fritzlar","Fritzlar","51.1333","9.2833","Germany","DE","DEU","Hesse","","15031","1276290750"
"Landsberg","Landsberg","51.5333","12.1667","Germany","DE","DEU","Saxony-Anhalt","","15015","1276487466"
"Witzenhausen","Witzenhausen","51.3422","9.8578","Germany","DE","DEU","Hesse","","15005","1276417378"
"Büttelborn","Buttelborn","49.9000","8.5167","Germany","DE","DEU","Hesse","","14992","1276655872"
"Bissendorf","Bissendorf","52.2333","8.1667","Germany","DE","DEU","Lower Saxony","","14942","1276073314"
"Baiersbronn","Baiersbronn","48.5058","8.3711","Germany","DE","DEU","Baden-Württemberg","","14942","1276633374"
"Schiffdorf","Schiffdorf","53.5358","8.6589","Germany","DE","DEU","Lower Saxony","","14935","1276001395"
"Malsch","Malsch","48.8808","8.3342","Germany","DE","DEU","Baden-Württemberg","","14929","1276981496"
"Beckingen","Beckingen","49.3928","6.7008","Germany","DE","DEU","Saarland","","14928","1276301126"
"Usingen","Usingen","50.3344","8.5375","Germany","DE","DEU","Hesse","","14926","1276509598"
"Grefrath","Grefrath","51.3333","6.3333","Germany","DE","DEU","North Rhine-Westphalia","","14880","1276931895"
"Jever","Jever","53.5744","7.9008","Germany","DE","DEU","Lower Saxony","minor","14847","1276105413"
"Niedernhausen","Niedernhausen","50.1667","8.3167","Germany","DE","DEU","Hesse","","14845","1276265252"
"Isny im Allgäu","Isny im Allgau","47.6919","10.0394","Germany","DE","DEU","Baden-Württemberg","","14835","1276817029"
"Hückeswagen","Huckeswagen","51.1450","7.3417","Germany","DE","DEU","North Rhine-Westphalia","","14825","1276742746"
"Schwabmünchen","Schwabmunchen","48.1789","10.7550","Germany","DE","DEU","Bavaria","","14819","1276593802"
"Pattensen","Pattensen","52.2667","9.7667","Germany","DE","DEU","Lower Saxony","","14790","1276603378"
"Hilchenbach","Hilchenbach","50.9983","8.1094","Germany","DE","DEU","North Rhine-Westphalia","","14775","1276321870"
"Selb","Selb","50.1667","12.1333","Germany","DE","DEU","Bavaria","","14763","1276030522"
"Much","Much","50.9167","7.4000","Germany","DE","DEU","North Rhine-Westphalia","","14758","1276464394"
"Friedland","Friedland","51.4217","9.9144","Germany","DE","DEU","Lower Saxony","","14744","1276585633"
"Rellingen","Rellingen","53.6500","9.8167","Germany","DE","DEU","Schleswig-Holstein","","14725","1276483816"
"Neustadt an der Donau","Neustadt an der Donau","48.8000","11.7667","Germany","DE","DEU","Bavaria","","14714","1276348770"
"Harsefeld","Harsefeld","53.4500","9.5000","Germany","DE","DEU","Lower Saxony","","14696","1276886588"
"Groß-Zimmern","Gross-Zimmern","49.8833","8.8333","Germany","DE","DEU","Hesse","","14687","1276589803"
"Langwedel","Langwedel","52.9667","9.2167","Germany","DE","DEU","Lower Saxony","","14654","1276601336"
"Plochingen","Plochingen","48.7117","9.4164","Germany","DE","DEU","Baden-Württemberg","","14611","1276921571"
"Langenselbold","Langenselbold","50.1833","9.0333","Germany","DE","DEU","Hesse","","14608","1276686360"
"Hatten","Hatten","53.0083","8.3167","Germany","DE","DEU","Lower Saxony","","14608","1276627272"
"Montabaur","Montabaur","50.4375","7.8258","Germany","DE","DEU","Rhineland-Palatinate","minor","14595","1276982904"
"Lauda-Königshofen","Lauda-Konigshofen","49.5686","9.7039","Germany","DE","DEU","Baden-Württemberg","","14578","1276018769"
"Tostedt","Tostedt","53.2833","9.7167","Germany","DE","DEU","Lower Saxony","","14578","1276412627"
"Münster","Munster","49.9167","8.8667","Germany","DE","DEU","Hesse","","14566","1276203607"
"Stein bei Nürnberg","Stein bei Nurnberg","49.4167","11.0167","Germany","DE","DEU","Bavaria","","14556","1276407895"
"Ratzeburg","Ratzeburg","53.7000","10.7500","Germany","DE","DEU","Schleswig-Holstein","minor","14553","1276258916"
"Wilsdruff","Wilsdruff","51.0522","13.5383","Germany","DE","DEU","Saxony","","14551","1276738335"
"Ottweiler","Ottweiler","49.3667","7.1667","Germany","DE","DEU","Saarland","","14543","1276806597"
"Abensberg","Abensberg","48.8000","11.8500","Germany","DE","DEU","Bavaria","","14534","1276501504"
"Neu-Anspach","Neu-Anspach","50.2931","8.5089","Germany","DE","DEU","Hesse","","14512","1276155891"
"Immenstadt im Allgäu","Immenstadt im Allgau","47.5667","10.2167","Germany","DE","DEU","Bavaria","","14512","1276627298"
"Olsberg","Olsberg","51.3500","8.4833","Germany","DE","DEU","North Rhine-Westphalia","","14509","1276829513"
"Eberbach","Eberbach","49.4667","8.9833","Germany","DE","DEU","Baden-Württemberg","","14504","1276456342"
"Uhingen","Uhingen","48.7058","9.5919","Germany","DE","DEU","Baden-Württemberg","","14492","1276901108"
"Burglengenfeld","Burglengenfeld","49.2000","12.0333","Germany","DE","DEU","Bavaria","","14484","1276523136"
"Sassenberg","Sassenberg","51.9897","8.0408","Germany","DE","DEU","North Rhine-Westphalia","","14455","1276379002"
"Neubiberg","Neubiberg","48.0833","11.6833","Germany","DE","DEU","Bavaria","","14449","1276417573"
"Eggenfelden","Eggenfelden","48.4039","12.7642","Germany","DE","DEU","Bavaria","","14437","1276543412"
"Eching","Eching","48.3000","11.6167","Germany","DE","DEU","Bavaria","","14430","1276481683"
"Spenge","Spenge","52.1333","8.4833","Germany","DE","DEU","North Rhine-Westphalia","","14416","1276387127"
"Gernsbach","Gernsbach","48.7633","8.3342","Germany","DE","DEU","Baden-Württemberg","","14397","1276744650"
"Lohfelden","Lohfelden","51.2667","9.5333","Germany","DE","DEU","Hesse","","14393","1276890913"
"Rheydt","Rheydt","51.1667","6.4500","Germany","DE","DEU","North Rhine-Westphalia","","14389","1276801612"
"Riegelsberg","Riegelsberg","49.2833","6.9167","Germany","DE","DEU","Saarland","","14360","1276278201"
"Markdorf","Markdorf","47.7208","9.3917","Germany","DE","DEU","Baden-Württemberg","","14356","1276086137"
"Löbau","Lobau","51.0944","14.6667","Germany","DE","DEU","Saxony","","14352","1276786301"
"Tornesch","Tornesch","53.7000","9.7167","Germany","DE","DEU","Schleswig-Holstein","","14350","1276106363"
"Rehlingen-Siersburg","Rehlingen-Siersburg","49.3686","6.6786","Germany","DE","DEU","Saarland","","14349","1276372658"
"Niederzier","Niederzier","50.8831","6.4667","Germany","DE","DEU","North Rhine-Westphalia","","14345","1276339063"
"Mittweida","Mittweida","50.9856","12.9811","Germany","DE","DEU","Saxony","","14332","1276378266"
"Lotte","Lotte","52.2764","7.9167","Germany","DE","DEU","North Rhine-Westphalia","","14314","1276170713"
"Lengede","Lengede","52.2000","10.3000","Germany","DE","DEU","Lower Saxony","","14308","1276406361"
"Neutraubling","Neutraubling","48.9936","12.1953","Germany","DE","DEU","Bavaria","","14295","1276485988"
"Bad Camberg","Bad Camberg","50.3000","8.2667","Germany","DE","DEU","Hesse","","14294","1276097713"
"Grafing bei München","Grafing bei Munchen","48.0500","11.9667","Germany","DE","DEU","Bavaria","","14285","1276799795"
"Langerwehe","Langerwehe","50.8167","6.3497","Germany","DE","DEU","North Rhine-Westphalia","","14257","1276770497"
"Brühl","Bruhl","49.4000","8.5333","Germany","DE","DEU","Baden-Württemberg","","14242","1276886758"
"Lich","Lich","50.5217","8.8208","Germany","DE","DEU","Hesse","","14218","1276029431"
"Wennigsen","Wennigsen","52.2742","9.5708","Germany","DE","DEU","Lower Saxony","","14216","1276983413"
"Zeven","Zeven","53.3000","9.2833","Germany","DE","DEU","Lower Saxony","","14216","1276616913"
"Mittegroßefehn","Mittegrossefehn","53.3833","7.5833","Germany","DE","DEU","Lower Saxony","","14210","1276224109"
"Maisach","Maisach","48.2167","11.2667","Germany","DE","DEU","Bavaria","","14199","1276438792"
"Oschatz","Oschatz","51.3003","13.1072","Germany","DE","DEU","Saxony","","14195","1276313153"
"Kalkar","Kalkar","51.7389","6.2925","Germany","DE","DEU","North Rhine-Westphalia","","14191","1276383703"
"Murrhardt","Murrhardt","48.9800","9.5814","Germany","DE","DEU","Baden-Württemberg","","14180","1276873434"
"Uslar","Uslar","51.6597","9.6358","Germany","DE","DEU","Lower Saxony","","14174","1276673378"
"Edingen-Neckarhausen","Edingen-Neckarhausen","49.2833","8.6167","Germany","DE","DEU","Baden-Württemberg","","14173","1276673287"
"Feucht","Feucht","49.3757","11.2130","Germany","DE","DEU","Bavaria","","14169","1276937991"
"Dippoldiswalde","Dippoldiswalde","50.8933","13.6667","Germany","DE","DEU","Saxony","","14161","1276205316"
"Lauchhammer","Lauchhammer","51.5000","13.8000","Germany","DE","DEU","Brandenburg","","14143","1276576746"
"Bovenden","Bovenden","51.5897","9.9222","Germany","DE","DEU","Lower Saxony","","14124","1276711259"
"Landau an der Isar","Landau an der Isar","48.6667","12.6667","Germany","DE","DEU","Bavaria","","14121","1276797945"
"Wittstock","Wittstock","53.1636","12.4856","Germany","DE","DEU","Brandenburg","","14104","1276000618"
"Belm","Belm","52.3000","8.1333","Germany","DE","DEU","Lower Saxony","","14095","1276040946"
"Hohenstein-Ernstthal","Hohenstein-Ernstthal","50.8000","12.7167","Germany","DE","DEU","Saxony","","14092","1276671628"
"Aldenhoven","Aldenhoven","50.8958","6.2831","Germany","DE","DEU","North Rhine-Westphalia","","14081","1276558871"
"Neuenkirchen","Neuenkirchen","52.2411","7.3689","Germany","DE","DEU","North Rhine-Westphalia","","14072","1276854717"
"Rotenburg an der Fulda","Rotenburg an der Fulda","50.9961","9.7278","Germany","DE","DEU","Hesse","","14066","1276092129"
"Grünstadt","Grunstadt","49.5692","8.1681","Germany","DE","DEU","Rhineland-Palatinate","","14057","1276261667"
"Ahrensfelde","Ahrensfelde","52.5758","13.5764","Germany","DE","DEU","Brandenburg","","14050","1276671758"
"Leuna","Leuna","51.3167","12.0167","Germany","DE","DEU","Saxony-Anhalt","","14011","1276318458"
"Schneeberg","Schneeberg","50.5942","12.6456","Germany","DE","DEU","Saxony","","13994","1276764942"
"Lorsch","Lorsch","49.6539","8.5675","Germany","DE","DEU","Hesse","","13989","1276723392"
"Bebra","Bebra","50.9711","9.7903","Germany","DE","DEU","Hesse","","13983","1276742603"
"Erbach","Erbach","49.6583","8.9958","Germany","DE","DEU","Hesse","minor","13977","1276643067"
"Lübben (Spreewald)","Lubben (Spreewald)","51.9500","13.9000","Germany","DE","DEU","Brandenburg","minor","13966","1276964065"
"Vöhringen","Vohringen","48.2833","10.0833","Germany","DE","DEU","Bavaria","","13933","1276392768"
"Höchstadt an der Aisch","Hochstadt an der Aisch","49.7000","10.8000","Germany","DE","DEU","Bavaria","","13931","1276346402"
"Grünberg","Grunberg","50.6000","8.9500","Germany","DE","DEU","Hesse","","13930","1276207612"
"Aßlar","Asslar","50.5833","8.4667","Germany","DE","DEU","Hesse","","13924","1276224828"
"Weißenhorn","Weissenhorn","48.3000","10.1667","Germany","DE","DEU","Bavaria","","13913","1276798632"
"Denzlingen","Denzlingen","48.0683","7.8825","Germany","DE","DEU","Baden-Württemberg","","13910","1276127515"
"Oberhaching","Oberhaching","48.0167","11.5833","Germany","DE","DEU","Bavaria","","13909","1276103002"
"Sankt Leon-Rot","Sankt Leon-Rot","49.2653","8.5986","Germany","DE","DEU","Baden-Württemberg","","13909","1276660837"
"Melsungen","Melsungen","51.1333","9.5500","Germany","DE","DEU","Hesse","","13906","1276369572"
"Buchloe","Buchloe","48.0375","10.7250","Germany","DE","DEU","Bavaria","","13904","1276184679"
"Meerane","Meerane","50.8519","12.4636","Germany","DE","DEU","Saxony","","13888","1276923420"
"Quakenbrück","Quakenbruck","52.6772","7.9575","Germany","DE","DEU","Lower Saxony","","13884","1276336549"
"Philippsburg","Philippsburg","49.2333","8.4500","Germany","DE","DEU","Baden-Württemberg","","13882","1276006660"
"Lauterbach","Lauterbach","50.6378","9.3944","Germany","DE","DEU","Hesse","minor","13880","1276435243"
"Friesenheim","Friesenheim","48.3731","7.8833","Germany","DE","DEU","Baden-Württemberg","","13876","1276429859"
"Ettenheim","Ettenheim","48.2556","7.8119","Germany","DE","DEU","Baden-Württemberg","","13871","1276445594"
"Hilpoltstein","Hilpoltstein","49.1833","11.1833","Germany","DE","DEU","Bavaria","","13868","1276036036"
"Erbach","Erbach","48.3281","9.8878","Germany","DE","DEU","Baden-Württemberg","","13859","1276634303"
"Markt Schwaben","Markt Schwaben","48.1911","11.8681","Germany","DE","DEU","Bavaria","","13853","1276009835"
"Michendorf","Michendorf","52.3000","13.0167","Germany","DE","DEU","Brandenburg","","13845","1276652646"
"Bad Soden-Salmünster","Bad Soden-Salmunster","50.2667","9.3667","Germany","DE","DEU","Hesse","","13823","1276069295"
"Haßfurt","Hassfurt","50.0167","10.5000","Germany","DE","DEU","Bavaria","minor","13818","1276364933"
"Wanzleben","Wanzleben","52.0667","11.4333","Germany","DE","DEU","Saxony-Anhalt","","13813","1276538835"
"Meckenbeuren","Meckenbeuren","47.7000","9.5625","Germany","DE","DEU","Baden-Württemberg","","13807","1276323112"
"Krumbach","Krumbach","48.2500","10.3667","Germany","DE","DEU","Bavaria","","13807","1276275014"
"Löningen","Loningen","52.7167","7.7667","Germany","DE","DEU","Lower Saxony","","13796","1276522371"
"Hünxe","Hunxe","51.6417","6.7672","Germany","DE","DEU","North Rhine-Westphalia","","13787","1276346440"
"Gräfelfing","Grafelfing","48.1189","11.4289","Germany","DE","DEU","Bavaria","","13769","1276126852"
"Eppstein","Eppstein","50.1333","8.4000","Germany","DE","DEU","Hesse","","13758","1276417820"
"Frankenberg","Frankenberg","50.9108","13.0378","Germany","DE","DEU","Saxony","","13750","1276762731"
"Holzgerlingen","Holzgerlingen","48.6392","9.0108","Germany","DE","DEU","Baden-Württemberg","","13750","1276703274"
"Beverstedt","Beverstedt","53.4333","8.8167","Germany","DE","DEU","Lower Saxony","","13738","1276723766"
"Eichstätt","Eichstatt","48.8919","11.1839","Germany","DE","DEU","Bavaria","minor","13714","1276205721"
"Marienheide","Marienheide","51.0833","7.5333","Germany","DE","DEU","North Rhine-Westphalia","","13710","1276546142"
"Biedenkopf","Biedenkopf","50.9128","8.5322","Germany","DE","DEU","Hesse","","13703","1276705045"
"Angermünde","Angermunde","53.0333","14.0000","Germany","DE","DEU","Brandenburg","","13692","1276588063"
"Bergen","Bergen","54.4167","13.4333","Germany","DE","DEU","Mecklenburg-Western Pomerania","","13689","1276083334"
"Genthin","Genthin","52.4000","12.1667","Germany","DE","DEU","Saxony-Anhalt","","13685","1276284209"
"Schmölln","Schmolln","50.8950","12.3564","Germany","DE","DEU","Thuringia","","13684","1276498002"
"Hettstedt","Hettstedt","51.6333","11.5000","Germany","DE","DEU","Saxony-Anhalt","","13678","1276039853"
"Sendenhorst","Sendenhorst","51.8439","7.8278","Germany","DE","DEU","North Rhine-Westphalia","","13671","1276094140"
"Bad Dürrheim","Bad Durrheim","48.0167","8.5333","Germany","DE","DEU","Baden-Württemberg","","13659","1276778010"
"Pfullendorf","Pfullendorf","47.9242","9.2567","Germany","DE","DEU","Baden-Württemberg","","13616","1276345734"
"Barßel","Barssel","53.1703","7.7467","Germany","DE","DEU","Lower Saxony","","13601","1276212188"
"Rommerskirchen","Rommerskirchen","51.0347","6.6914","Germany","DE","DEU","North Rhine-Westphalia","","13580","1276832668"
"Neckargemünd","Neckargemund","49.3939","8.7975","Germany","DE","DEU","Baden-Württemberg","","13576","1276103353"
"Lappersdorf","Lappersdorf","49.0525","12.0903","Germany","DE","DEU","Bavaria","","13568","1276955440"
"Pegnitz","Pegnitz","49.7564","11.5450","Germany","DE","DEU","Bavaria","","13561","1276197483"
"Asperg","Asperg","48.9000","9.1333","Germany","DE","DEU","Baden-Württemberg","","13559","1276656917"
"Haselünne","Haselunne","52.6667","7.4667","Germany","DE","DEU","Lower Saxony","","13552","1276706458"
"Wentorf bei Hamburg","Wentorf bei Hamburg","53.4931","10.2533","Germany","DE","DEU","Hamburg","","13539","1276516107"
"Spaichingen","Spaichingen","48.0758","8.7378","Germany","DE","DEU","Baden-Württemberg","","13531","1276488091"
"Pfarrkirchen","Pfarrkirchen","48.4167","12.9167","Germany","DE","DEU","Bavaria","minor","13522","1276885935"
"Bad Salzdetfurth","Bad Salzdetfurth","52.0653","10.0092","Germany","DE","DEU","Lower Saxony","","13520","1276420532"
"Tauberbischofsheim","Tauberbischofsheim","49.6225","9.6628","Germany","DE","DEU","Baden-Württemberg","minor","13513","1276697756"
"Wiesmoor","Wiesmoor","53.4000","7.7333","Germany","DE","DEU","Lower Saxony","","13502","1276001031"
"Wolfhagen","Wolfhagen","51.3167","9.1667","Germany","DE","DEU","Hesse","","13493","1276757955"
"Schermbeck","Schermbeck","51.6950","6.8756","Germany","DE","DEU","North Rhine-Westphalia","","13479","1276572969"
"Bad Laasphe","Bad Laasphe","50.9303","8.4167","Germany","DE","DEU","North Rhine-Westphalia","","13467","1276330247"
"Neustadt","Neustadt","49.5967","10.6089","Germany","DE","DEU","Bavaria","minor","13419","1276596771"
"Dinklage","Dinklage","52.6667","8.1333","Germany","DE","DEU","Lower Saxony","","13410","1276444417"
"Hösbach","Hosbach","50.0000","9.2000","Germany","DE","DEU","Bavaria","","13354","1276827182"
"Bedburg","Bedburg","51.7667","6.1833","Germany","DE","DEU","North Rhine-Westphalia","","13341","1276539122"
"Weilburg","Weilburg","50.4833","8.2500","Germany","DE","DEU","Hesse","","13334","1276833970"
"Ubstadt-Weiher","Ubstadt-Weiher","49.1656","8.6250","Germany","DE","DEU","Baden-Württemberg","","13332","1276999466"
"Velen","Velen","51.8939","6.9897","Germany","DE","DEU","North Rhine-Westphalia","","13304","1276638227"
"Manching","Manching","48.7186","11.4972","Germany","DE","DEU","Bavaria","","13302","1276452710"
"Saarwellingen","Saarwellingen","49.3500","6.8333","Germany","DE","DEU","Saarland","","13302","1276467371"
"Weinsberg","Weinsberg","49.1518","9.2857","Germany","DE","DEU","Baden-Württemberg","","13290","1276634003"
"Cremlingen","Cremlingen","52.2489","10.6542","Germany","DE","DEU","Lower Saxony","","13289","1276495554"
"Zehdenick","Zehdenick","52.9833","13.3333","Germany","DE","DEU","Brandenburg","","13283","1276607810"
"Hüllhorst","Hullhorst","52.2833","8.6667","Germany","DE","DEU","North Rhine-Westphalia","","13281","1276646127"
"Schüttorf","Schuttorf","52.3167","7.2167","Germany","DE","DEU","Lower Saxony","","13273","1276950675"
"Ergolding","Ergolding","48.5833","12.1667","Germany","DE","DEU","Bavaria","","13272","1276980704"
"Sulingen","Sulingen","52.6667","8.8000","Germany","DE","DEU","Lower Saxony","","13268","1276180018"
"Olfen","Olfen","51.7167","7.3833","Germany","DE","DEU","North Rhine-Westphalia","","13253","1276474415"
"Herbrechtingen","Herbrechtingen","48.6253","10.1739","Germany","DE","DEU","Baden-Württemberg","","13247","1276327261"
"Fehmarnsund","Fehmarnsund","54.4454","11.1702","Germany","DE","DEU","Schleswig-Holstein","","13247","1276306503"
"Östringen","Ostringen","49.2194","8.7108","Germany","DE","DEU","Baden-Württemberg","","13241","1276810660"
"Gangelt","Gangelt","50.9831","6.0000","Germany","DE","DEU","North Rhine-Westphalia","","13240","1276133418"
"Beverungen","Beverungen","51.6628","9.3725","Germany","DE","DEU","North Rhine-Westphalia","","13238","1276597510"
"Beelitz","Beelitz","52.2333","12.9667","Germany","DE","DEU","Brandenburg","","13219","1276861998"
"Trebur","Trebur","49.9250","8.4056","Germany","DE","DEU","Hesse","","13196","1276689795"
"Bischofsheim","Bischofsheim","49.9833","8.3500","Germany","DE","DEU","Hesse","","13176","1276670052"
"Mutterstadt","Mutterstadt","49.4333","8.3500","Germany","DE","DEU","Rhineland-Palatinate","","13139","1276681342"
"Ketsch","Ketsch","49.3658","8.5336","Germany","DE","DEU","Baden-Württemberg","","13128","1276661701"
"Sankt Georgen im Schwarzwald","Sankt Georgen im Schwarzwald","48.1247","8.3308","Germany","DE","DEU","Baden-Württemberg","","13122","1276384519"
"Plattling","Plattling","48.7667","12.8667","Germany","DE","DEU","Bavaria","","13121","1276078281"
"Brieselang","Brieselang","52.5833","13.0000","Germany","DE","DEU","Brandenburg","","13118","1276596392"
"Wehr","Wehr","47.6297","7.9044","Germany","DE","DEU","Baden-Württemberg","","13113","1276432205"
"Treuchtlingen","Treuchtlingen","48.9553","10.9094","Germany","DE","DEU","Bavaria","","13112","1276141545"
